0.15345	0.043189
0.1439	0.047606
0.12855	0.048385
0.1201	0.048299
0.1073	0.064234
0.1158	0.063368
0.1218	0.058864
0.1284	0.057132
0.1402	0.053668
0.1512	0.051763
0.16735	0.05081
0.179	0.04674
0.1976	0.044315
0.2183	0.041197
0.275	0.037907
0.2509	0.042237
0.22955	0.047346
0.2128	0.049858
0.19965	0.055314
0.1812	0.057305
0.1646	0.062328
0.15345	0.066052
0.14785	0.068824
0.1351	0.070815
0.1269	0.07428
0.118	0.076358
0.1123	0.078956
0.1055	0.080861
0.1134	0.094718
0.1169	0.094371
0.12505	0.093419
0.1322	0.09212
0.13475	0.086664
0.1452	0.08294
0.1574	0.080342
0.1688	0.076531
0.18045	0.070556
0.1978	0.066832
0.2116	0.062328
0.22895	0.055487
0.2529	0.052802
0.26695	0.04648
0.2916	0.04189
0.3086	0.038773
0.3484	0.041371
0.3231	0.044142
0.3036	0.048126
0.2845	0.051763
0.26255	0.05999
0.24535	0.065879
0.2245	0.071508
0.21015	0.078696
0.1936	0.083113
0.18585	0.090821
0.171	0.096277
0.15805	0.099481
0.15375	0.10502
0.14425	0.10953
0.1347	0.11238
0.1275	0.1136
0.12855	0.11663
0.12775	0.12165
0.13425	0.14174
0.1348	0.13958
0.1416	0.13906
0.1489	0.13542
0.1525	0.13386
0.1631	0.13421
0.16605	0.12771
0.1759	0.12018
0.18355	0.11264
0.1986	0.1065
0.21255	0.1
0.22495	0.090647
0.24015	0.084066
0.26155	0.075752
0.2792	0.067698
0.29585	0.061376
0.31955	0.053928
0.34145	0.049598
0.36025	0.044055
0.38245	0.039898
0.422	0.041024
0.39805	0.045441
0.37245	0.050291
0.35445	0.056872
0.3294	0.060943
0.31025	0.070729
0.2973	0.076531
0.27695	0.087183
0.2605	0.099221
0.24505	0.10814
0.23095	0.11871
0.21465	0.12841
0.2037	0.13507
0.1937	0.14391
0.1851	0.15118
0.17695	0.1575
0.16915	0.16166
0.1631	0.16642
0.1612	0.17006
0.15685	0.17136
0.1545	0.1737
0.1473	0.1711
0.16915	0.20635
0.17265	0.20912
0.17875	0.20531
0.17525	0.20427
0.18875	0.20133
0.1896	0.19206
0.1972	0.19033
0.20555	0.18366
0.2139	0.17197
0.22295	0.16287
0.23445	0.15335
0.24875	0.14053
0.26705	0.12841
0.2778	0.11654
0.2954	0.10147
0.30815	0.089435
0.32395	0.080948
0.34805	0.071075
0.37565	0.062761
0.38665	0.056353
0.40915	0.049944
0.434	0.044835
0.4613	0.043622
0.44415	0.049251
0.4235	0.056439
0.40755	0.062588
0.3967	0.074626
0.38475	0.084758
0.33265	0.093419
0.32775	0.10554
0.313	0.11879
0.29355	0.13689
0.2777	0.15118
0.26625	0.16634
0.2556	0.18271
0.2407	0.19137
0.2268	0.20297
0.22465	0.21345
0.21905	0.22661
0.21275	0.23129
0.2078	0.23553
0.2003	0.24056
0.19335	0.24116
0.19325	0.24515
0.18925	0.24463
0.1831	0.24454
0.21105	0.28845
0.2146	0.28992
0.21335	0.2784
0.21215	0.26524
0.2281	0.2655
0.2349	0.26498
0.24225	0.25537
0.2501	0.25216
0.26075	0.2448
0.2517	0.23675
0.2605	0.22566
0.27165	0.20981
0.28595	0.1963
0.29925	0.17586
0.3118	0.15932
0.32895	0.14192
0.3564	0.12676
0.3683	0.11238
0.41525	0.097056
0.4231	0.086058
0.43315	0.072634
0.4351	0.064407
0.45425	0.054621
0.4722	0.048299
0.4987	0.047606
0.32735	0.066918
0.46195	0.061203
0.459	0.073414
0.45435	0.086317
0.44605	0.099308
0.42405	0.11316
0.41845	0.13343
0.40375	0.15144
0.3444	0.16556
0.32875	0.18556
0.32005	0.20514
0.30555	0.22367
0.2908	0.2416
0.3031	0.2603
0.2971	0.26151
0.2812	0.27866
0.27385	0.28672
0.26335	0.29295
0.257	0.30118
0.24825	0.30438
0.24605	0.31304
0.24355	0.31945
0.24125	0.32534
0.2245	0.32075
0.2375	0.33305
0.25925	0.36951
0.26645	0.37314
0.2635	0.3644
0.26875	0.35825
0.26505	0.35305
0.2746	0.34517
0.2783	0.3353
0.28705	0.32759
0.2919	0.31971
0.2995	0.30603
0.3158	0.29304
0.33515	0.29053
0.32425	0.27355
0.31985	0.25277
0.33245	0.23423
0.3459	0.2151
0.3645	0.19327
0.43455	0.17673
0.43305	0.14902
0.43985	0.12841
0.44795	0.1123
0.4619	0.098528
0.47035	0.083373
0.4818	0.066659
0.48975	0.059817
0.4991	0.052283
0.5087	0.0554
0.50275	0.065013
0.4892	0.07861
0.4807	0.096623
0.471	0.1136
0.46035	0.12875
0.44485	0.15179
0.44295	0.17725
0.4004	0.20107
0.38125	0.22107
0.3641	0.24177
0.35215	0.2642
0.3635	0.28386
0.3588	0.30256
0.3444	0.31573
0.32865	0.32153
0.32315	0.33746
0.31375	0.35063
0.3054	0.36561
0.29685	0.37453
0.2929	0.38362
0.2919	0.39211
0.28355	0.39843
0.2868	0.40701
0.2819	0.40874
0.2836	0.41671
0.29805	0.45542
0.3018	0.4484
0.3034	0.44286
0.30255	0.42892
0.30605	0.42303
0.311	0.41601
0.31955	0.40813
0.32935	0.39895
0.33	0.38189
0.3406	0.36578
0.3507	0.34933
0.3572	0.33495
0.3777	0.31988
0.3874	0.31729
0.38645	0.2933
0.3807	0.27243
0.3904	0.24697
0.40815	0.22367
0.45185	0.19977
0.46315	0.17327
0.47855	0.14711
0.49195	0.1246
0.49915	0.10901
0.5034	0.087963
0.50825	0.074539
0.5144	0.062502
